"ExhTitle","StartDate","EndDate","DisplayName","Nationality","ExhibitionLength","StartYear","count","LifetimeExhibitionLength","Rank","movement","Movement"
"The School of Paris: Paintings from the Florence May Schoenborn and Samuel A. Marx Collection","1965-11-02","1966-01-02","Georges Braque","French",61,1965,1,7367,8," Fauvism "," Fauvism "
"The School of Paris: Paintings from the Florence May Schoenborn and Samuel A. Marx Collection","1965-11-02","1966-01-02","Georges Braque","French",61,1965,1,7367,8," Cubism "," Cubism "
"The Taste of a Connoisseur: The Paul J. Sachs Collection","1966-12-21","1967-03-05","Georges Braque","French",74,1966,1,7367,8," Fauvism "," Fauvism "
"The Taste of a Connoisseur: The Paul J. Sachs Collection","1966-12-21","1967-03-05","Georges Braque","French",74,1966,1,7367,8," Cubism "," Cubism "
"A Century of Modern Drawing, 1881–1981","1982-03-01","1982-03-16","Georges Braque","French",15,1982,1,7367,8," Fauvism "," Fauvism "
"A Century of Modern Drawing, 1881–1981","1982-03-01","1982-03-16","Georges Braque","French",15,1982,1,7367,8," Cubism "," Cubism "
"Summer Exhibition: Painting and Sculpture","1932-06-07","1932-10-30","Georges Braque","French",145,1932,1,7367,8," Fauvism "," Fauvism "
"Summer Exhibition: Painting and Sculpture","1932-06-07","1932-10-30","Georges Braque","French",145,1932,1,7367,8," Cubism "," Cubism "
"Fruit and Flower Paintings","1933-05-13","1933-05-31","Georges Braque","French",18,1933,4,7367,8," Fauvism "," Fauvism "
"Fruit and Flower Paintings","1933-05-13","1933-05-31","Georges Braque","French",18,1933,4,7367,8," Cubism "," Cubism "
"Selections from the Permanent Collection: Painting and Sculpture","1984-05-17",NA,"Georges Braque","French",NA,1984,2,7367,8," Fauvism "," Fauvism "
"Selections from the Permanent Collection: Painting and Sculpture","1984-05-17",NA,"Georges Braque","French",NA,1984,2,7367,8," Cubism "," Cubism "
"Contrasts of Form: Geometric Abstract Art, 1910–1980","1985-10-02","1986-01-07","Georges Braque","French",97,1985,1,7367,8," Fauvism "," Fauvism "
"Contrasts of Form: Geometric Abstract Art, 1910–1980","1985-10-02","1986-01-07","Georges Braque","French",97,1985,1,7367,8," Cubism "," Cubism "
"Naked/Nude","1986-05-29","1986-09-30","Georges Braque","French",124,1986,1,7367,8," Fauvism "," Fauvism "
"Naked/Nude","1986-05-29","1986-09-30","Georges Braque","French",124,1986,1,7367,8," Cubism "," Cubism "
"Iliazd and the Illustrated Book","1987-06-16","1987-08-18","Georges Braque","French",63,1987,2,7367,8," Fauvism "," Fauvism "
"Iliazd and the Illustrated Book","1987-06-16","1987-08-18","Georges Braque","French",63,1987,2,7367,8," Cubism "," Cubism "
"Collage: Selections from the Permanent Collection","1988-11-03","1989-02-28","Georges Braque","French",117,1988,1,7367,8," Fauvism "," Fauvism "
"Collage: Selections from the Permanent Collection","1988-11-03","1989-02-28","Georges Braque","French",117,1988,1,7367,8," Cubism "," Cubism "
"Painting and Sculpture from the Museum Collection","1941-04-30","1941-05-06","Georges Braque","French",6,1941,5,7367,8," Fauvism "," Fauvism "
"Painting and Sculpture from the Museum Collection","1941-04-30","1941-05-06","Georges Braque","French",6,1941,5,7367,8," Cubism "," Cubism "
"New Acquisitions and Extended Loans: Cubist and Abstract Art","1942-03-25","1942-05-03","Georges Braque","French",39,1942,1,7367,8," Fauvism "," Fauvism "
"New Acquisitions and Extended Loans: Cubist and Abstract Art","1942-03-25","1942-05-03","Georges Braque","French",39,1942,1,7367,8," Cubism "," Cubism "
"Fifty Drawings: Recent Acquisitions","1962-04-10","1962-08-12","Georges Braque","French",124,1962,3,7367,8," Fauvism "," Fauvism "
"Fifty Drawings: Recent Acquisitions","1962-04-10","1962-08-12","Georges Braque","French",124,1962,3,7367,8," Cubism "," Cubism "
"Painting and Sculpture from the Museum Collection","1964-05-27",NA,"Georges Braque","French",NA,1964,1,7367,8," Fauvism "," Fauvism "
"Painting and Sculpture from the Museum Collection","1964-05-27",NA,"Georges Braque","French",NA,1964,1,7367,8," Cubism "," Cubism "
"Around Picasso","1980-05-14","1980-09-30","Georges Braque","French",139,1980,3,7367,8," Fauvism "," Fauvism "
"Around Picasso","1980-05-14","1980-09-30","Georges Braque","French",139,1980,3,7367,8," Cubism "," Cubism "
"Words and Pictures","1981-08-20","1981-10-06","Georges Braque","French",47,1981,1,7367,8," Fauvism "," Fauvism "
"Words and Pictures","1981-08-20","1981-10-06","Georges Braque","French",47,1981,1,7367,8," Cubism "," Cubism "
"Painting in Paris","1930-01-19","1930-03-02","Georges Braque","French",42,1930,2,7367,8," Fauvism "," Fauvism "
"Painting in Paris","1930-01-19","1930-03-02","Georges Braque","French",42,1930,2,7367,8," Cubism "," Cubism "
"Painting and Sculpture from the Museum Collection: New Acquisitions","1955-03-05","1955-04-24","Georges Braque","French",50,1955,2,7367,8," Fauvism "," Fauvism "
"Painting and Sculpture from the Museum Collection: New Acquisitions","1955-03-05","1955-04-24","Georges Braque","French",50,1955,2,7367,8," Cubism "," Cubism "
"Three Painters as Printmakers: Braque, Miró, Morandi","1958-01-29","1958-03-02","Georges Braque","French",32,1958,3,7367,8," Fauvism "," Fauvism "
"Three Painters as Printmakers: Braque, Miró, Morandi","1958-01-29","1958-03-02","Georges Braque","French",32,1958,3,7367,8," Cubism "," Cubism "
"International Exhibition of Theatre Art","1934-01-15","1934-02-25","Georges Braque","French",41,1934,2,7367,8," Fauvism "," Fauvism "
"International Exhibition of Theatre Art","1934-01-15","1934-02-25","Georges Braque","French",41,1934,2,7367,8," Cubism "," Cubism "
"XXVth Anniversary Exhibition: Paintings from the Museum Collection","1954-10-19","1955-02-06","Georges Braque","French",110,1954,2,7367,8," Fauvism "," Fauvism "
"XXVth Anniversary Exhibition: Paintings from the Museum Collection","1954-10-19","1955-02-06","Georges Braque","French",110,1954,2,7367,8," Cubism "," Cubism "
"A Treasury of Modern Drawing: The Joan and Lester Avnet Collection","1978-04-28","1978-07-04","Georges Braque","French",67,1978,1,7367,8," Fauvism "," Fauvism "
"A Treasury of Modern Drawing: The Joan and Lester Avnet Collection","1978-04-28","1978-07-04","Georges Braque","French",67,1978,1,7367,8," Cubism "," Cubism "
"Art of the Twenties","1979-11-14","1980-01-22","Georges Braque","French",69,1979,1,7367,8," Fauvism "," Fauvism "
"Art of the Twenties","1979-11-14","1980-01-22","Georges Braque","French",69,1979,1,7367,8," Cubism "," Cubism "
"Selections from the Art Lending Service","1960-03-24","1960-04-17","Georges Braque","French",24,1960,3,7367,8," Fauvism "," Fauvism "
"Selections from the Art Lending Service","1960-03-24","1960-04-17","Georges Braque","French",24,1960,3,7367,8," Cubism "," Cubism "
"The Mrs. Adele R. Levy Collection: A Memorial Exhibition","1961-06-09","1961-07-16","Georges Braque","French",37,1961,2,7367,8," Fauvism "," Fauvism "
"The Mrs. Adele R. Levy Collection: A Memorial Exhibition","1961-06-09","1961-07-16","Georges Braque","French",37,1961,2,7367,8," Cubism "," Cubism "
"Posters by Painters","1977-01-21","1977-03-23","Georges Braque","French",61,1977,4,7367,8," Fauvism "," Fauvism "
"Posters by Painters","1977-01-21","1977-03-23","Georges Braque","French",61,1977,4,7367,8," Cubism "," Cubism "
"Master Prints from the Collection","1989-04-06","1989-08-08","Georges Braque","French",124,1989,4,7367,8," Fauvism "," Fauvism "
"Master Prints from the Collection","1989-04-06","1989-08-08","Georges Braque","French",124,1989,4,7367,8," Cubism "," Cubism "
"Cubism and Its Affinities","1976-02-09","1976-05-09","Georges Braque","French",90,1976,4,7367,8," Fauvism "," Fauvism "
"Cubism and Its Affinities","1976-02-09","1976-05-09","Georges Braque","French",90,1976,4,7367,8," Cubism "," Cubism "
"Modern Works of Art: 5th Anniversary Exhibition","1934-11-19","1935-01-20","Georges Rouault","French",62,1934,1,6702,11," Fauvism "," Fauvism "
"Modern Works of Art: 5th Anniversary Exhibition","1934-11-19","1935-01-20","Georges Rouault","French",62,1934,1,6702,11," Expressionism "," Expressionism "
"Painting, Sculpture, Prints","1939-05-10","1939-09-30","Georges Rouault","French",143,1939,1,6702,11," Fauvism "," Fauvism "
"Painting, Sculpture, Prints","1939-05-10","1939-09-30","Georges Rouault","French",143,1939,1,6702,11," Expressionism "," Expressionism "
"Paintings and Sculpture from the Museum Collection","1940-01-12","1940-03-03","Georges Rouault","French",51,1940,2,6702,11," Fauvism "," Fauvism "
"Paintings and Sculpture from the Museum Collection","1940-01-12","1940-03-03","Georges Rouault","French",51,1940,2,6702,11," Expressionism "," Expressionism "
"XXVth Anniversary Exhibition: Paintings from the Museum Collection","1954-10-19","1955-02-06","Georges Rouault","French",110,1954,2,6702,11," Fauvism "," Fauvism "
"XXVth Anniversary Exhibition: Paintings from the Museum Collection","1954-10-19","1955-02-06","Georges Rouault","French",110,1954,2,6702,11," Expressionism "," Expressionism "
"New Acquisitions: The Collection of Mrs. John D. Rockefeller, Jr.","1936-01-14","1936-02-16","Georges Rouault","French",33,1936,2,6702,11," Fauvism "," Fauvism "
"New Acquisitions: The Collection of Mrs. John D. Rockefeller, Jr.","1936-01-14","1936-02-16","Georges Rouault","French",33,1936,2,6702,11," Expressionism "," Expressionism "
"The Prints of George Rouault","1938-09-28","1938-11-18","Georges Rouault","French",51,1938,1,6702,11," Fauvism "," Fauvism "
"The Prints of George Rouault","1938-09-28","1938-11-18","Georges Rouault","French",51,1938,1,6702,11," Expressionism "," Expressionism "
"Edward G. Robinson Collection","1953-03-03","1953-04-12","Georges Rouault","French",40,1953,2,6702,11," Fauvism "," Fauvism "
"Edward G. Robinson Collection","1953-03-03","1953-04-12","Georges Rouault","French",40,1953,2,6702,11," Expressionism "," Expressionism "
"The Mrs. Adele R. Levy Collection: A Memorial Exhibition","1961-06-09","1961-07-16","Georges Rouault","French",37,1961,1,6702,11," Fauvism "," Fauvism "
"The Mrs. Adele R. Levy Collection: A Memorial Exhibition","1961-06-09","1961-07-16","Georges Rouault","French",37,1961,1,6702,11," Expressionism "," Expressionism "
"New Acquisitions: A Gift of Paintings from a Trustee","1941-05-06","1941-10-15","Georges Rouault","French",162,1941,5,6702,11," Fauvism "," Fauvism "
"New Acquisitions: A Gift of Paintings from a Trustee","1941-05-06","1941-10-15","Georges Rouault","French",162,1941,5,6702,11," Expressionism "," Expressionism "
"50 Selections from the Collection of Mr. and Mrs. Walter Bareiss","1958-04-23","1958-05-18","Georges Rouault","French",25,1958,2,6702,11," Fauvism "," Fauvism "
"50 Selections from the Collection of Mr. and Mrs. Walter Bareiss","1958-04-23","1958-05-18","Georges Rouault","French",25,1958,2,6702,11," Expressionism "," Expressionism "
"Portraits from the Museum Collection","1960-05-04","1960-09-18","Georges Rouault","French",137,1960,1,6702,11," Fauvism "," Fauvism "
"Portraits from the Museum Collection","1960-05-04","1960-09-18","Georges Rouault","French",137,1960,1,6702,11," Expressionism "," Expressionism "
"Summer Exhibition: Painting and Sculpture","1933-07-10","1933-09-30","Georges Rouault","French",82,1933,2,6702,11," Fauvism "," Fauvism "
"Summer Exhibition: Painting and Sculpture","1933-07-10","1933-09-30","Georges Rouault","French",82,1933,2,6702,11," Expressionism "," Expressionism "
"Recent Acquisitions","1950-03-28","1950-05-07","Georges Rouault","French",40,1950,2,6702,11," Fauvism "," Fauvism "
"Recent Acquisitions","1950-03-28","1950-05-07","Georges Rouault","French",40,1950,2,6702,11," Expressionism "," Expressionism "
"Selections from 5 New York Private Collections","1951-06-26","1951-09-09","Georges Rouault","French",75,1951,2,6702,11," Fauvism "," Fauvism "
"Selections from 5 New York Private Collections","1951-06-26","1951-09-09","Georges Rouault","French",75,1951,2,6702,11," Expressionism "," Expressionism "
"Summer Exhibition: Painting and Sculpture","1932-06-07","1932-10-30","Georges Rouault","French",145,1932,2,6702,11," Fauvism "," Fauvism "
"Summer Exhibition: Painting and Sculpture","1932-06-07","1932-10-30","Georges Rouault","French",145,1932,2,6702,11," Expressionism "," Expressionism "
"The Artist as Adversary","1971-07-01","1971-09-27","Georges Rouault","French",88,1971,1,6702,11," Fauvism "," Fauvism "
"The Artist as Adversary","1971-07-01","1971-09-27","Georges Rouault","French",88,1971,1,6702,11," Expressionism "," Expressionism "
"Prints for Collectors","1972-06-26","1972-09-15","Georges Rouault","French",81,1972,2,6702,11," Fauvism "," Fauvism "
"Prints for Collectors","1972-06-26","1972-09-15","Georges Rouault","French",81,1972,2,6702,11," Expressionism "," Expressionism "
"Painting and Sculpture from the Museum Collection: New Acquisitions","1955-03-05","1955-04-24","Georges Rouault","French",50,1955,2,6702,11," Fauvism "," Fauvism "
"Painting and Sculpture from the Museum Collection: New Acquisitions","1955-03-05","1955-04-24","Georges Rouault","French",50,1955,2,6702,11," Expressionism "," Expressionism "
"Recent Acquisitions: Sam A. Lewisohn Bequest","1952-03-19","1952-10-30","Georges Rouault","French",225,1952,4,6702,11," Fauvism "," Fauvism "
"Recent Acquisitions: Sam A. Lewisohn Bequest","1952-03-19","1952-10-30","Georges Rouault","French",225,1952,4,6702,11," Expressionism "," Expressionism "
"Five Recent Acquisitions","1975-04-18","1975-06-22","Georges Rouault","French",65,1975,2,6702,11," Fauvism "," Fauvism "
"Five Recent Acquisitions","1975-04-18","1975-06-22","Georges Rouault","French",65,1975,2,6702,11," Expressionism "," Expressionism "
"The ""Wild Beasts"": Fauvism and Its Affinities","1976-03-26","1976-06-01","Georges Rouault","French",67,1976,3,6702,11," Fauvism "," Fauvism "
"The ""Wild Beasts"": Fauvism and Its Affinities","1976-03-26","1976-06-01","Georges Rouault","French",67,1976,3,6702,11," Expressionism "," Expressionism "
"Impresario: Ambroise Vollard","1977-06-06","1977-09-06","Georges Rouault","French",92,1977,1,6702,11," Fauvism "," Fauvism "
"Impresario: Ambroise Vollard","1977-06-06","1977-09-06","Georges Rouault","French",92,1977,1,6702,11," Expressionism "," Expressionism "
"Recent Acquisitions: Painting and Sculpture","1974-03-01","1974-03-24","Georges Rouault","French",23,1974,2,6702,11," Fauvism "," Fauvism "
"Recent Acquisitions: Painting and Sculpture","1974-03-01","1974-03-24","Georges Rouault","French",23,1974,2,6702,11," Expressionism "," Expressionism "
"Painting in Paris","1930-01-19","1930-03-02","Georges Rouault","French",42,1930,2,6702,11," Fauvism "," Fauvism "
"Painting in Paris","1930-01-19","1930-03-02","Georges Rouault","French",42,1930,2,6702,11," Expressionism "," Expressionism "
"Gifts of Drawing","1979-08-09","1979-11-13","Georges Rouault","French",96,1979,2,6702,11," Fauvism "," Fauvism "
"Gifts of Drawing","1979-08-09","1979-11-13","Georges Rouault","French",96,1979,2,6702,11," Expressionism "," Expressionism "
"Around Picasso","1980-05-14","1980-09-30","Georges Rouault","French",139,1980,1,6702,11," Fauvism "," Fauvism "
"Around Picasso","1980-05-14","1980-09-30","Georges Rouault","French",139,1980,1,6702,11," Expressionism "," Expressionism "
"Words and Pictures","1981-08-20","1981-10-06","Georges Rouault","French",47,1981,1,6702,11," Fauvism "," Fauvism "
"Words and Pictures","1981-08-20","1981-10-06","Georges Rouault","French",47,1981,1,6702,11," Expressionism "," Expressionism "
"A Century of Modern Drawing, 1881–1981","1982-03-01","1982-03-16","Georges Rouault","French",15,1982,1,6702,11," Fauvism "," Fauvism "
"A Century of Modern Drawing, 1881–1981","1982-03-01","1982-03-16","Georges Rouault","French",15,1982,1,6702,11," Expressionism "," Expressionism "
